task,sequence,query,training,old_eval,fixed_eval,category,old_duplicate_name,negative4m,excluded1m,observed_state
S06_3d_branch_medium_C02__rounded_rectangle,72155,23,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,24,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,25,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72155,26,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,27,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,28,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,29,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72155,30,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72155,31,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,0,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,1,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,2,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,3,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,4,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,5,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,6,unknown,not_selected,not_selected,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,7,unknown,unresolved,false_positive,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,8,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,9,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,10,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,11,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,12,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,13,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,14,positive,matched,matched,position_valid,False,False,False,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,15,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,16,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,17,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,18,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,19,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,20,unknown,unresolved,false_positive,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,21,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,22,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,23,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,24,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,25,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,26,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,27,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,28,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__rounded_rectangle,72157,29,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,30,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__rounded_rectangle,72157,31,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,0,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,1,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__ellipse,72159,2,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,3,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__ellipse,72159,4,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,5,unknown,unresolved,unresolved,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,6,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,7,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,8,unknown,unresolved,unresolved,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,9,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,10,unknown,not_selected,not_selected,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__ellipse,72159,11,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__ellipse,72159,12,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,13,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,14,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,15,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,16,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__ellipse,72159,17,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__ellipse,72159,18,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,19,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,20,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__ellipse,72159,21,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,22,unknown,not_selected,not_selected,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__ellipse,72159,23,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,24,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,25,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__ellipse,72159,26,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
S06_3d_branch_medium_C02__ellipse,72159,27,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__ellipse,72159,28,unknown,false_positive,false_positive,observed_excluded_at1m_but_not_original4m,True,False,True,1
S06_3d_branch_medium_C02__ellipse,72159,29,negative,not_selected,not_selected,position_negative_original4m,False,True,True,1
S06_3d_branch_medium_C02__ellipse,72159,30,positive,matched,matched,position_valid,False,False,False,1
S06_3d_branch_medium_C02__ellipse,72159,31,unknown,not_selected,not_selected,missing_observation_or_exclusion_evidence,False,False,False,0
